Title,Link,Discussão | Conclusão
Spaceflight decelerates the epigenetic clock orchestrated with a global alteration in DNA methylome and transcriptome in the mouse retina,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8220224/,ERRO ao processar o XML para PMC8220224: prefix 'ns' not found in prefix map
Development of otolith receptors in Japanese quail.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2910419/,ERRO ao processar o XML para PMC2910419: prefix 'ns' not found in prefix map
Spatial and temporal characteristics of vestibular convergence,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3166430/,ERRO ao processar o XML para PMC3166430: prefix 'ns' not found in prefix map
Bone remodeling is regulated by inner ear vestibular signals,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6615562/,ERRO ao processar o XML para PMC6615562: prefix 'ns' not found in prefix map
Simulated Microgravity Enhances Oligodendrocyte Mitochondrial Function and Lipid Metabolism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7324008/,ERRO ao processar o XML para PMC7324008: prefix 'ns' not found in prefix map
Human Neural Stem Cells Flown into Space Proliferate and Generate Young Neurons,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8412175/,ERRO ao processar o XML para PMC8412175: prefix 'ns' not found in prefix map
Delayed Maturation of Oligodendrocyte Progenitors by Microgravity: Implications for Multiple Sclerosis and Space Flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10607959/,ERRO ao processar o XML para PMC10607959: prefix 'ns' not found in prefix map
Space Microgravity Alters Neural Stem Cell Division: Implications for Brain Cancer Research on Earth and in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9699585/,ERRO ao processar o XML para PMC9699585: prefix 'ns' not found in prefix map
Oligodendrocyte Progenitors Display Enhanced Proliferation and Autophagy after Space Flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953055/,ERRO ao processar o XML para PMC9953055: prefix 'ns' not found in prefix map
Metabolomics profile of the secretome of space-flown oligodendrocytes.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10528075/,ERRO ao processar o XML para PMC10528075: prefix 'ns' not found in prefix map
Metabolomic profiling of the secretome from human neural stem cells flown into space.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813126/,ERRO ao processar o XML para PMC10813126: prefix 'ns' not found in prefix map
"Strategies, research priorities, and challenges for the exploration of space beyond low-Earth orbit",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10390562/,ERRO ao processar o XML para PMC10390562: prefix 'ns' not found in prefix map
Spaceflight Induces Specific Alterations in the Proteomes of Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4290804/,ERRO ao processar o XML para PMC4290804: prefix 'ns' not found in prefix map
The effect of spaceflight on the gravity-sensing auxin gradient of roots: GFP reporter gene microscopy on orbit.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515520/,ERRO ao processar o XML para PMC5515520: prefix 'ns' not found in prefix map
Skewing in Arabidopsis roots involves disparate environmental signaling pathways.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5286820/,ERRO ao processar o XML para PMC5286820: prefix 'ns' not found in prefix map
"Data for characterization of SALK_084889, a T-DNA insertion line of Arabidopsis thaliana",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5470433/,ERRO ao processar o XML para PMC5470433: prefix 'ns' not found in prefix map
Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5491145/,ERRO ao processar o XML para PMC5491145: prefix 'ns' not found in prefix map
Phenotypic characterization of an Arabidopsis T- DNA insertion line SALK_063500,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5996828/,ERRO ao processar o XML para PMC5996828: prefix 'ns' not found in prefix map
Utilization of single‚Äêimage normalized difference vegetation index (SI‚ÄêNDVI) for early plant stress detection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6201722/,ERRO ao processar o XML para PMC6201722: prefix 'ns' not found in prefix map
Comparing RNA-Seq and microarray gene expression data in two zones of the Arabidopsis root apex relevant to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240453/,ERRO ao processar o XML para PMC6240453: prefix 'ns' not found in prefix map
Spaceflight-induced alternative splicing during seedling development in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6447593/,ERRO ao processar o XML para PMC6447593: prefix 'ns' not found in prefix map
The Plant Health Monitoring System of the EDEN ISS Space Greenhouse in Antarctica during the 2018 experiment phase,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7264257/,ERRO ao processar o XML para PMC7264257: prefix 'ns' not found in prefix map
Root skewing-associated genes impact the spaceflight response of Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7064724/,ERRO ao processar o XML para PMC7064724: prefix 'ns' not found in prefix map
Articular cartilage and sternal fibrocartilage respond differently to extended microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6379395/,ERRO ao processar o XML para PMC6379395: prefix 'ns' not found in prefix map
Host-microbe interactions in microgravity: assessment and implications.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187166/,ERRO ao processar o XML para PMC4187166: prefix 'ns' not found in prefix map
Environmental cues and symbiont microbe-associated molecular patterns function in concert to drive the daily remodelling of the crypt-cell brush border of the Euprymna scolopes light organ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5219934/,ERRO ao processar o XML para PMC5219934: prefix 'ns' not found in prefix map
Symbiotic organs shaped by distinct modes of genome evolution in cephalopods.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6386654/,ERRO ao processar o XML para PMC6386654: prefix 'ns' not found in prefix map
Modeled microgravity alters lipopolysaccharide and outer membrane vesicle production of the beneficial symbiont Vibrio fischeri,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7940393/,ERRO ao processar o XML para PMC7940393: prefix 'ns' not found in prefix map
Emergence of novel cephalopod gene regulation and expression through large-scale genome reorganization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9023564/,ERRO ao processar o XML para PMC9023564: prefix 'ns' not found in prefix map
Modeled microgravity alters apoptotic gene expression and caspase activity in the squid-vibrio symbiosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9389742/,ERRO ao processar o XML para PMC9389742: prefix 'ns' not found in prefix map
In vitro generation of mechanically functional cartilage grafts based on adult human stem cells and 3D-woven poly(epsilon-caprolactone) scaffolds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2824534/,ERRO ao processar o XML para PMC2824534: prefix 'ns' not found in prefix map
Chondrogenesis and mineralization during in vitro culture of human mesenchymal stem cells on three-dimensional woven scaffolds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2991213/,ERRO ao processar o XML para PMC2991213: prefix 'ns' not found in prefix map
Microbiome metadata standards: Report of the National Microbiome Data Collaborative's workshop and follow-on activities.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8269219/,ERRO ao processar o XML para PMC8269219: prefix 'ns' not found in prefix map
Spaceflight alters host-gut microbiota interactions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/,ERRO ao processar o XML para PMC11362537: prefix 'ns' not found in prefix map
Asparagine biosynthesis as a mechanism of increased host lethality induced by Serratia marcescens in simulated microgravity environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9111996/,ERRO ao processar o XML para PMC9111996: prefix 'ns' not found in prefix map
Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/,ERRO ao processar o XML para PMC10308117: prefix 'ns' not found in prefix map
Characterization of metagenome-assembled genomes from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/,ERRO ao processar o XML para PMC10233975: prefix 'ns' not found in prefix map
Biocontrol in built environments to reduce pathogen exposure and infection risk.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10848226/,ERRO ao processar o XML para PMC10848226: prefix 'ns' not found in prefix map
Extracellular nucleotides elicit cytosolic free calcium oscillations in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3329368/,ERRO ao processar o XML para PMC3329368: prefix 'ns' not found in prefix map
"Calcium, mechanical signaling, and tip growth",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,ERRO ao processar o XML para PMC12008199: prefix 'ns' not found in prefix map
Gravitropism and mechanical signaling in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,ERRO ao processar o XML para PMC12008199: prefix 'ns' not found in prefix map
"Salt stress-induced Ca2+ waves are associated with rapid, long-distance root-to-shoot signaling in plants.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4035928/,ERRO ao processar o XML para PMC4035928: prefix 'ns' not found in prefix map
Gravitropic signaling in plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,ERRO ao processar o XML para PMC12008199: prefix 'ns' not found in prefix map
Wortmannin-induced vacuole fusion enhances amyloplast dynamics in Arabidopsis zigzag1 hypocotyls.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5181587/,ERRO ao processar o XML para PMC5181587: prefix 'ns' not found in prefix map
A ROS-assisted calcium wave dependent on AtRBOHD and TPC1 propagates the systemic response to salt stress in Arabidopsis roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4936552/,ERRO ao processar o XML para PMC4936552: prefix 'ns' not found in prefix map
"ROS, calcium and electric signals: Key mediators of rapid systemic signaling in plants",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7610290/,ERRO ao processar o XML para PMC7610290: prefix 'ns' not found in prefix map
Real-time In Vivo Recording of Arabidopsis Calcium Signals During Insect Feeding Using a Fluorescent Biosensor,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5614317/,ERRO ao processar o XML para PMC5614317: prefix 'ns' not found in prefix map
"Orchestrating rapid long-distance signaling in plants with Ca2+ , ROS, and electrical signals",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5677518/,ERRO ao processar o XML para PMC5677518: prefix 'ns' not found in prefix map
"Glutamate triggers long-distance, calcium-based plant defense signaling.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11850895/,ERRO ao processar o XML para PMC11850895: prefix 'ns' not found in prefix map
Test of Arabidopsis Space Transcriptome: A discovery environment to explore multiple plant biology spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7076552/,ERRO ao processar o XML para PMC7076552: prefix 'ns' not found in prefix map
Tonoplast-localized Ca2+ pumps regulate Ca2+ signals during pattern-triggered immunity in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7414185/,ERRO ao processar o XML para PMC7414185: prefix 'ns' not found in prefix map
The fast and the furious: Rapid long-range signaling in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8133610/,ERRO ao processar o XML para PMC8133610: prefix 'ns' not found in prefix map
Rad-Bio-App: A discovery environment for biologists to explore spaceflight-related radiation exposures,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8113475/,ERRO ao processar o XML para PMC8113475: prefix 'ns' not found in prefix map
The vacuolar H+/Ca transporter CAX1 participates in submergence and anoxia stress responses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9706465/,ERRO ao processar o XML para PMC9706465: prefix 'ns' not found in prefix map
Meta-analysis of the space flight and microgravity response of the Arabidopsis plant transcriptome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10027818/,ERRO ao processar o XML para PMC10027818: prefix 'ns' not found in prefix map
"Low-dose, ionizing radiation and age-related changes in skeletal microarchitecture",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3337602/,ERRO ao processar o XML para PMC3337602: prefix 'ns' not found in prefix map
Ionizing Radiation Stimulates Expression of Pro-Osteoclastogenic Genes in Marrow and Skeletal Tissue,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4490751/,ERRO ao processar o XML para PMC4490751: prefix 'ns' not found in prefix map
Preservation of Multiple Mammalian Tissues to Maximize Science Return from Ground Based and Spaceflight Experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5132293/,ERRO ao processar o XML para PMC5132293: prefix 'ns' not found in prefix map
Hindlimb Unloading: Rodent Analog for Microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11747068/,ERRO ao processar o XML para PMC11747068: prefix 'ns' not found in prefix map
Redox Signaling and Its Impact on Skeletal and Vascular Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666834/,ERRO ao processar o XML para PMC5666834: prefix 'ns' not found in prefix map
Influence of social isolation during prolonged simulated weightlessness by hindlimb unloading,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6753329/,ERRO ao processar o XML para PMC6753329: prefix 'ns' not found in prefix map
Validation of a new Rodent experimental System to investigate consequences of Long Duration Space Habitation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012842/,ERRO ao processar o XML para PMC7012842: prefix 'ns' not found in prefix map
Skeletal tissue regulation by catalase over-expression in mitochondria,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4405755/,ERRO ao processar o XML para PMC4405755: prefix 'ns' not found in prefix map
Overexpression of catalase in mitochondria mitigates changes in hippocampal cytokine expression following simulated microgravity and isolation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8260663/,ERRO ao processar o XML para PMC8260663: prefix 'ns' not found in prefix map
An extensive allelic series of Drosophila kae1 mutants reveals diverse and tissue-specific requirements for t6A biogenesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4647464/,ERRO ao processar o XML para PMC4647464: prefix 'ns' not found in prefix map
Novel Organelles with Elements of Bacterial and Eukaryotic Secretion Systems Weaponize Parasites of Drosophila,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5659752/,ERRO ao processar o XML para PMC5659752: prefix 'ns' not found in prefix map
A combined computational strategy of sequence and structural analysis predicts the existence of a functional eicosanoid pathway in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6372189/,ERRO ao processar o XML para PMC6372189: prefix 'ns' not found in prefix map
Immune suppressive extracellular vesicle proteins of Leptopilina heterotoma are encoded in the wasp genome.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6945029/,ERRO ao processar o XML para PMC6945029: prefix 'ns' not found in prefix map
Spaceflight and simulated microgravity conditions increase virulence of Serratia marcescens in the Drosophila melanogaster infection model.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7000411/,ERRO ao processar o XML para PMC7000411: prefix 'ns' not found in prefix map
A parasitoid wasp of Drosophila employs preemptive and reactive strategies to deplete its host's blood cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8191917/,ERRO ao processar o XML para PMC8191917: prefix 'ns' not found in prefix map
In Silico Analysis of a Drosophila Parasitoid Venom Peptide Reveals Prevalence of the Cation‚ÄìPolar‚ÄìCation Clip Motif in Knottin Proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9865768/,ERRO ao processar o XML para PMC9865768: prefix 'ns' not found in prefix map
Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,ERRO ao processar o XML para PMC10797188: prefix 'ns' not found in prefix map
Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,ERRO ao processar o XML para PMC10797188: prefix 'ns' not found in prefix map
Simultaneous exposure of cultured human lymphoblastic cells to simulated microgravity and radiation increases chromosome aberrations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555395/,ERRO ao processar o XML para PMC7555395: prefix 'ns' not found in prefix map
Genes required for survival in microgravity revealed by genome-wide yeast deletion collections cultured during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309212/,ERRO ao processar o XML para PMC4309212: prefix 'ns' not found in prefix map
Physical Forces Modulate Oxidative Status and Stress Defense Meditated Metabolic Adaptation of Yeast Colonies: Spaceflight and Microgravity Simulations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6560652/,ERRO ao processar o XML para PMC6560652: prefix 'ns' not found in prefix map
Effects of space flight on mouse liver versus kidney: Gene pathway analyses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6321533/,ERRO ao processar o XML para PMC6321533: prefix 'ns' not found in prefix map
Yeast in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040010/,ERRO ao processar o XML para PMC12040010: prefix 'ns' not found in prefix map
Endocrine Effects of Space Flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833055/,ERRO ao processar o XML para PMC11833055: prefix 'ns' not found in prefix map
Role of shear stress on renal proximal tubular cells for nephrotoxicity assays,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9146534/,ERRO ao processar o XML para PMC9146534: prefix 'ns' not found in prefix map
Bone hemodynamic responses to changes in external pressure.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11492218/,ERRO ao processar o XML para PMC11492218: prefix 'ns' not found in prefix map
Back pain in space and post-flight spine injury: Mechanisms and countermeasure development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6339989/,ERRO ao processar o XML para PMC6339989: prefix 'ns' not found in prefix map
Fifteen days of microgravity causes growth in calvaria of mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4110898/,ERRO ao processar o XML para PMC4110898: prefix 'ns' not found in prefix map
Altered disc compression in children with idiopathic low back pain: an upright magnetic resonance imaging backpack study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3947616/,ERRO ao processar o XML para PMC3947616: prefix 'ns' not found in prefix map
Spaceflight-induced bone loss alters failure mode and reduces bending strength in murine spinal segments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5477841/,ERRO ao processar o XML para PMC5477841: prefix 'ns' not found in prefix map
Spaceflight-associated vascular remodeling and gene expression in mouse calvaria.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9139491/,ERRO ao processar o XML para PMC9139491: prefix 'ns' not found in prefix map
"Exposure of Mycobacterium marinum to low-shear modeled microgravity: Effect on growth, the transcriptome and survival under stress.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515531/,ERRO ao processar o XML para PMC5515531: prefix 'ns' not found in prefix map
Effects of mechanostimulation on gravitropism and signal persistence in flax roots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258067/,ERRO ao processar o XML para PMC3258067: prefix 'ns' not found in prefix map
Oxygen dependency of germinating Brassica seeds.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10025027/,ERRO ao processar o XML para PMC10025027: prefix 'ns' not found in prefix map
"Desiccation mitigates heat stress in the resurrection fern, Pleopeltis polypodioides",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733933/,ERRO ao processar o XML para PMC7733933: prefix 'ns' not found in prefix map
Transcription profile of auxin related genes during positively gravitropic hypocotyl curvature of Brassica rapa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9105288/,ERRO ao processar o XML para PMC9105288: prefix 'ns' not found in prefix map
High-gradient magnetic fields and starch metabolism: Results from a space experiment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9617909/,ERRO ao processar o XML para PMC9617909: prefix 'ns' not found in prefix map
Lipid rafts and plant gravisensitivity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695138/,ERRO ao processar o XML para PMC9695138: prefix 'ns' not found in prefix map
Expression and characterization of the bacterial mechanosensitive channel MscS in Xenopus laevis oocytes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3503204/,ERRO ao processar o XML para PMC3503204: prefix 'ns' not found in prefix map
United in Diversity: Mechanosensitive Ion Channels in Plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5896955/,ERRO ao processar o XML para PMC5896955: prefix 'ns' not found in prefix map
Expressing and Characterizing Mechanosensitive Channels in Xenopus Oocytes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4469364/,ERRO ao processar o XML para PMC4469364: prefix 'ns' not found in prefix map
The ongoing search for the molecular basis of plant osmosensing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411250/,ERRO ao processar o XML para PMC4411250: prefix 'ns' not found in prefix map
Plastid osmotic stress influences cell differentiation at the plant shoot apex.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5047659/,ERRO ao processar o XML para PMC5047659: prefix 'ns' not found in prefix map
Spaceflight-induced synaptic modifications within hair cells of the mammalian utricle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5454470/,ERRO ao processar o XML para PMC5454470: prefix 'ns' not found in prefix map
Effects of angular frequency during clinorotation on mesenchymal stem cell morphology and migration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515506/,ERRO ao processar o XML para PMC5515506: prefix 'ns' not found in prefix map
"The role of FGF-2 and BMP-2 in regulation of gene induction, cell proliferation and mineralization.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3044105/,ERRO ao processar o XML para PMC3044105: prefix 'ns' not found in prefix map
"Nutritional supplements, COX-2 and IGF-1 expression in men on active surveillance for prostate cancer.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3002170/,ERRO ao processar o XML para PMC3002170: prefix 'ns' not found in prefix map
To Infinity and Beyond! Human spaceflight and life science.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6188462/,ERRO ao processar o XML para PMC6188462: prefix 'ns' not found in prefix map
Hyperoxia inhibits T cell activation in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11470607/,ERRO ao processar o XML para PMC11470607: prefix 'ns' not found in prefix map
"Effects of gravitational mechanical unloading in endothelial cells: association between caveolins, inflammation and adhesion molecules",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3603133/,ERRO ao processar o XML para PMC3603133: prefix 'ns' not found in prefix map
n-3 Polyunsaturated fatty acids supplementation in peripheral artery disease: the OMEGA-PAD trial,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6462350/,ERRO ao processar o XML para PMC6462350: prefix 'ns' not found in prefix map
Molecular mechanisms underlying the enhanced functions of three-dimensional hepatocyte aggregates,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4012541/,ERRO ao processar o XML para PMC4012541: prefix 'ns' not found in prefix map
Spaceflight alters expression of microRNA during T-cell activation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653058/,ERRO ao processar o XML para PMC4653058: prefix 'ns' not found in prefix map
Spaceflight impairs antigen-specific tolerance induction in vivo and increases inflammatory cytokines.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6137544/,ERRO ao processar o XML para PMC6137544: prefix 'ns' not found in prefix map
"From cellular mechanotransduction to biologically inspired engineering: 2009 Pritzker Award Lecture, BMES Annual Meeting October 10, 2009.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2913424/,ERRO ao processar o XML para PMC2913424: prefix 'ns' not found in prefix map
Crewmember microbiome may influence microbial composition of ISS habitable surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190111/,ERRO ao processar o XML para PMC7190111: prefix 'ns' not found in prefix map
Sierra Nevada sweep: Metagenomic measurements of bioaerosols vertically distributed across the troposphere.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7382458/,ERRO ao processar o XML para PMC7382458: prefix 'ns' not found in prefix map
Draft Genome Sequences of Fungi Isolated from the International Space Station during the Microbial Tracking-2 Experiment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8444978/,ERRO ao processar o XML para PMC8444978: prefix 'ns' not found in prefix map
"Microbial tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,ERRO ao processar o XML para PMC9241228: prefix 'ns' not found in prefix map
Detection of Target Genes for Drug Repurposing to Treat Skeletal Muscle Atrophy in Mice Flown in Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8953707/,ERRO ao processar o XML para PMC8953707: prefix 'ns' not found in prefix map
Release of CD36-associated cell-free mitochondrial DNA and RNA as a hallmark of space environment response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166646/,ERRO ao processar o XML para PMC11166646: prefix 'ns' not found in prefix map
Increasing the number of unloading/reambulation cycles does not adversely impac body composition and lumbar bone mineral density but reduces tissue sensitivity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3747666/,ERRO ao processar o XML para PMC3747666: prefix 'ns' not found in prefix map
Bone shaft bending strength index is unaffected by exercise and unloading in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4337661/,ERRO ao processar o XML para PMC4337661: prefix 'ns' not found in prefix map
Focal enhancement of the skeleton to exercise correlates to mesenchymal stem cell responsivity rather than peak external forces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4631774/,ERRO ao processar o XML para PMC4631774: prefix 'ns' not found in prefix map
"Cytoskeletal configuration modulates mechanically induced changes in mesenchymal stem cell osteogenesis, morphology, and stiffness.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5052530/,ERRO ao processar o XML para PMC5052530: prefix 'ns' not found in prefix map
Genetic and tissue level muscle-bone interactions during unloading and reambulation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5114340/,ERRO ao processar o XML para PMC5114340: prefix 'ns' not found in prefix map
Osteocyte apoptosis caused by hindlimb unloading is required to trigger osteocyte RANKL production and subsequent resorption of cortical and trabecular bone in mice femurs.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5488280/,ERRO ao processar o XML para PMC5488280: prefix 'ns' not found in prefix map
Differential Single Cell Responses of Embryonic Stem Cells Versus Embryoid Bodies to Gravity Mechanostimulation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9293686/,ERRO ao processar o XML para PMC9293686: prefix 'ns' not found in prefix map
Macrophages inhibit Aspergillus fumigatus germination and neutrophil-mediated fungal killing.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6091969/,ERRO ao processar o XML para PMC6091969: prefix 'ns' not found in prefix map
Contributions of spore secondary metabolites to UV-C protection and virulence vary in different Aspergillus fumigatus strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7029147/,ERRO ao processar o XML para PMC7029147: prefix 'ns' not found in prefix map
Regulation of hemocytes in Drosophila requires dappled cytochrome b5.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3092937/,ERRO ao processar o XML para PMC3092937: prefix 'ns' not found in prefix map
A novel phototropic response to red light is revealed in microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,ERRO ao processar o XML para PMC5748516: prefix 'ns' not found in prefix map
Plant cell proliferation and growth are altered by microgravity conditions in spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9287483/,ERRO ao processar o XML para PMC9287483: prefix 'ns' not found in prefix map
Phototropism of Arabidopsis thaliana in microgravity and fractional gravity on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,ERRO ao processar o XML para PMC5748516: prefix 'ns' not found in prefix map
Light and gravity signals synergize in modulating plant development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4211383/,ERRO ao processar o XML para PMC4211383: prefix 'ns' not found in prefix map
A novel blue-light phototropic response is revealed in roots of Arabidopsis thaliana in microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,ERRO ao processar o XML para PMC5748516: prefix 'ns' not found in prefix map
